Country,Location,Year,Month,Hour,Datum,Status Mission,Price_launch,Company,Model,Serie,Cargo,Price,Status Rocket,Status,Liftoff Thrust,Stages,Strap-ons,Rocket Height,Fairing Diameter,Fairing Height,Payload to LEO,Payload to GTO,Wiki
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,9,0,1962-09-12 00:59:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,2MV-2 n†­1 (Venera 2),,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962,9,20,1962-09-01 20:39:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1132,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,9,2,1962-09-01 02:12:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,2MV-1 n†­2 (Venera 2),,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
USA,"SLC-2W, Vandenberg AFB, California, USA",1962,8,1,1962-08-29 01:00:00+00:00,Success,,US Air Force,Thor DM-21 Agena-D,Thor,FTV 1153,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LC-12, Cape Canaveral AFS, Florida, USA",1962,8,6,1962-08-27 06:53:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Mariner 2,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,8,2,1962-08-25 02:56:00+00:00,Failure,,RVSN USSR,Molniya,Molniya,2MV-1 n†­1 (Venera 2),,StatusRetired,Retired,3692,4,4,43.4,2.6,,0.0,0.0,https://en.wikipedia.org/wiki/Molniya_(rocket)
USA,"SLC-5, Vandenberg AFB, California, USA",1962,8,11,1962-08-23 11:44:00+00:00,Success,,US Air Force,Scout X-2M,Scout,DSAP-1 F2 (Program 35),,StatusRetired,Retired,440,4,nan,22.0,,,0.0,0.0,https://en.wikipedia.org/wiki/Scout_X-2M
Russia,"Mayak-2, Kapustin Yar, Russia",1962,8,15,1962-08-18 15:00:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 8,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,8,8,1962-08-12 08:02:00+00:00,Success,,RVSN USSR,Vostok,Vostok,Vostok 4,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,8,8,1962-08-11 08:30:00+00:00,Success,,RVSN USSR,Vostok,Vostok,Vostok 3,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
USA,"SLC-3W, Vandenberg AFB, California, USA",1962,8,17,1962-08-05 17:59:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Samos 10,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962,8,0,1962-08-02 00:17:00+00:00,Success,,US Air Force,Thor DM-21 Agena-D,Thor,FTV 1152,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,7,9,1962-07-28 09:18:00+00:00,Success,,RVSN USSR,Vostok-2,Vostok,Cosmos 7,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,7,0,1962-07-28 00:30:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1131,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LC-12, Cape Canaveral AFS, Florida, USA",1962,7,9,1962-07-22 09:21:00+00:00,Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Mariner 1,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962,7,0,1962-07-21 00:56:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1130,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-3W, Vandenberg AFB, California, USA",1962,7,20,1962-07-18 20:15:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Samos 9,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962,7,8,1962-07-10 08:35:00+00:00,Success,,US Air Force,Thor DM-19 Delta,Thor,Telstar 1,,StatusRetired,Retired,,0,3,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Delta
Russia,"Mayak-2, Kapustin Yar, Russia",1962,6,16,1962-06-30 16:00:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 6,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962,6,1,1962-06-28 01:09:00+00:00,Success,,US Air Force,Thor DM-21 Agena-D,Thor,FTV 1151,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,6,0,1962-06-23 00:30:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1129,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962,6,12,1962-06-19 12:19:00+00:00,Success,,US Air Force,Thor DM-19 Delta,Thor,TIROS-5,,StatusRetired,Retired,,0,3,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Delta
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962,6,20,1962-06-18 20:20:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 2312,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-3W, Vandenberg AFB, California, USA",1962,6,18,1962-06-17 18:14:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Samos 8,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,6,0,1962-06-02 00:31:00+00:00,Success,,US Air Force,Thor-DM18 Agena-A,Thor,FTV 1127 & Oscar 2,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,6,9,1962-06-01 09:37:00+00:00,Failure,,RVSN USSR,Vostok-2,Vostok,Zenit-2 n†­3,,StatusRetired,Retired,995,2,4,,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-2_(rocket)
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962,5,1,1962-05-30 01:00:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1128,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
Russia,"Mayak-2, Kapustin Yar, Russia",1962,5,3,1962-05-28 03:00:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 5,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"LC-14, Cape Canaveral AFS, Florida, USA",1962,5,12,1962-05-24 12:45:00+00:00,Success,,NASA,Atlas-D Mercury,Atlas,Aurora 7 (MA-7),,StatusRetired,Retired,1517,2,0,28.7,,,1.36,0.0,https://en.wikipedia.org/wiki/Atlas_LV-3B
USA,"SLC-5, Vandenberg AFB, California, USA",1962,5,0,1962-05-24 00:00:00,Failure,,US Air Force,Scout X-2M,Scout,DSAP-1 F1 (Program 35),,StatusRetired,Retired,440,4,nan,22.0,,,0.0,0.0,https://en.wikipedia.org/wiki/Scout_X-2M
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962,5,19,1962-05-15 19:36:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1126,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962,5,12,1962-05-10 12:06:00+00:00,Failure,,US Air Force,Thor-DM21 Ablestar,Thor,ANNA 1A,,StatusRetired,Retired,760,0,2,29.0,,,0.15,0.0,https://en.wikipedia.org/wiki/Thor-Ablestar
USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",1962,5,19,1962-05-08 19:49:00+00:00,Failure,,General Dynamics,Atlas-LV3C Centaur-A,Atlas,AC-1 (Test Vehicle),,StatusRetired,Retired,,2,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Atlas-Centaur
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,4,0,1962-04-29 00:30:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 1125,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-3W, Vandenberg AFB, California, USA",1962,4,18,1962-04-26 18:56:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Samos 7,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962,4,18,1962-04-26 18:00:00+00:00,Success,,US Air Force,Thor DM-19 Delta,Thor,Ariel 1,,StatusRetired,Retired,,0,3,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Delta
USA,"LA-3, Wallops Flight Facility, Virginia, USA",1962,4,10,1962-04-26 10:49:00+00:00,Failure,,NASA,Scout X-2,Scout,Solrad 4B,,StatusRetired,Retired,440,4,nan,25.0,,,0.076,0.0,https://en.wikipedia.org/wiki/Scout_X-2
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962,4,10,1962-04-26 10:02:00+00:00,Success,,RVSN USSR,Vostok,Vostok,Cosmos 4,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
Russia,"Mayak-2, Kapustin Yar, Russia",1962,4,4,1962-04-24 04:00:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 3,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"LC-12, Cape Canaveral AFS, Florida, USA",1962,4,20,1962-04-23 20:50:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Ranger 4,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962,4,0,1962-04-18 00:54:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 39,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-3E, Vandenberg AFB, California, USA",1962,4,15,1962-04-09 15:04:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Midas 5,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Russia,"Mayak-2, Kapustin Yar, Russia",1962,4,17,1962-04-06 17:15:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 2,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
Russia,"Mayak-2, Kapustin Yar, Russia",1962,3,11,1962-03-16 11:59:00+00:00,Success,,RVSN USSR,Cosmos-2I (63S1),Cosmos,Cosmos 1,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"SLC-3E, Vandenberg AFB, California, USA",1962,3,22,1962-03-07 22:10:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Samos 6,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962,3,16,1962-03-07 16:06:00+00:00,Success,,US Air Force,Thor DM-19 Delta,Thor,OSO-1,,StatusRetired,Retired,,0,3,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Delta
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,2,19,1962-02-27 19:39:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 38,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962,2,18,1962-02-21 18:44:00+00:00,Partial Failure,,US Air Force,Thor DM-21 Agena-B,Thor,FTV 2301,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LC-14, Cape Canaveral AFS, Florida, USA",1962,2,14,1962-02-20 14:47:00+00:00,Success,,NASA,Atlas-D Mercury,Atlas,Friendship 7 (MA-6),,StatusRetired,Retired,1517,2,0,28.7,,,1.36,0.0,https://en.wikipedia.org/wiki/Atlas_LV-3B
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962,2,12,1962-02-08 12:43:00+00:00,Success,,US Air Force,Thor DM-19 Delta,Thor,TIROS-4,,StatusRetired,Retired,,0,3,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Delta
USA,"LC-12, Cape Canaveral AFS, Florida, USA",1962,1,20,1962-01-26 20:30:00+00:00,Partial Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Ranger 3,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962,1,9,1962-01-24 09:30:00+00:00,Failure,,US Air Force,Thor-DM21 Ablestar,Thor,LOFTI-2A & Others,,StatusRetired,Retired,760,0,2,29.0,,,0.15,0.0,https://en.wikipedia.org/wiki/Thor-Ablestar
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962,1,21,1962-01-13 21:41:00+00:00,Failure,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 37,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-3E, Vandenberg AFB, California, USA",1961,12,19,1961-12-22 19:12:00+00:00,Partial Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Samos 5,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
Russia,"Mayak-2, Kapustin Yar, Russia",1961,12,12,1961-12-21 12:30:00+00:00,Failure,,RVSN USSR,Cosmos-2I (63S1),Cosmos,DS-1 2,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1961,12,20,1961-12-12 20:40:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 36 & Oscar 1,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1961,12,9,1961-12-11 09:39:00+00:00,Failure,,RVSN USSR,Vostok,Vostok,Zenit-2 n†­1,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
USA,"LC-14, Cape Canaveral AFS, Florida, USA",1961,11,15,1961-11-29 15:08:00+00:00,Success,,NASA,Atlas-D Mercury,Atlas,Mercury-Atlas 5 (MA-5),,StatusRetired,Retired,1517,2,0,28.7,,,1.36,0.0,https://en.wikipedia.org/wiki/Atlas_LV-3B
USA,"SLC-3W, Vandenberg AFB, California, USA",1961,11,20,1961-11-22 20:45:00+00:00,Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Samos 4,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"LC-12, Cape Canaveral AFS, Florida, USA",1961,11,8,1961-11-18 08:12:00+00:00,Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Ranger 2,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",1961,11,22,1961-11-15 22:26:00+00:00,Success,,US Air Force,Thor-DM21 Ablestar,Thor,Transit 4B & TRAAC,,StatusRetired,Retired,760,0,2,29.0,,,0.15,0.0,https://en.wikipedia.org/wiki/Thor-Ablestar
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1961,11,21,1961-11-15 21:23:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 35,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1961,11,20,1961-11-05 20:00:00+00:00,Failure,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 34,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LC-18B, Cape Canaveral AFS, Florida, USA",1961,11,15,1961-11-01 15:32:00+00:00,Failure,,NASA,Blue Scout II,Blue Scout,Mercury-Scout 1 (MS-1),,StatusRetired,Retired,471,4,0,24.0,,,0.0,0.0,https://en.wikipedia.org/wiki/RM-90_Blue_Scout_II
Russia,"Mayak-2, Kapustin Yar, Russia",1961,10,16,1961-10-27 16:30:00+00:00,Failure,,RVSN USSR,Cosmos-2I (63S1),Cosmos,DS-1 1,,StatusRetired,Retired,,2,0,31.0,1.6,,0.4,0.0,https://en.wikipedia.org/wiki/Kosmos_(rocket_family)
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1961,10,19,1961-10-23 19:23:00+00:00,Failure,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 33,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-3E, Vandenberg AFB, California, USA",1961,10,13,1961-10-21 13:53:00+00:00,Partial Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Midas 4,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1961,10,19,1961-10-13 19:22:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 32,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1961,9,21,1961-09-17 21:00:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 31,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LC-14, Cape Canaveral AFS, Florida, USA",1961,9,14,1961-09-13 14:04:00+00:00,Success,,NASA,Atlas-D Mercury,Atlas,Mercury-Atlas 4 (MA-4),,StatusRetired,Retired,1517,2,0,28.7,,,1.36,0.0,https://en.wikipedia.org/wiki/Atlas_LV-3B
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1961,9,19,1961-09-12 19:59:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 30,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-3W, Vandenberg AFB, California, USA",1961,9,19,1961-09-09 19:28:00+00:00,Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Samos 3,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1961,8,20,1961-08-30 20:00:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 29,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LA-3, Wallops Flight Facility, Virginia, USA",1961,8,18,1961-08-25 18:29:00+00:00,Partial Failure,,NASA,Scout X-1,Scout,Explorer 13,,StatusRetired,Retired,,4,nan,25.0,,,0.0,0.0,https://en.wikipedia.org/wiki/Scout_X-1
USA,"LC-12, Cape Canaveral AFS, Florida, USA",1961,8,10,1961-08-23 10:04:00+00:00,Failure,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Ranger 1,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1961,8,3,1961-08-16 03:21:00+00:00,Success,,US Air Force,Thor DM-19 Delta,Thor,Explorer 12,,StatusRetired,Retired,,0,3,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Delta
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1961,8,6,1961-08-06 06:00:00+00:00,Success,,RVSN USSR,Vostok,Vostok,Vostok 2,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1961,8,0,1961-08-04 00:01:00+00:00,Failure,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 28,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1961,7,22,1961-07-21 22:35:00+00:00,Failure,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 27,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LC-5, Cape Canaveral AFS, Florida, USA",1961,7,12,1961-07-21 12:36:00+00:00,Success,,NASA,Mercury-Redstone,Mercury,Liberty Bell 7 (MR-4),,StatusRetired,Retired,350,1,0,25.4,,,0.0,0.0,https://en.wikipedia.org/wiki/Mercury-Redstone_Launch_Vehicle
USA,"SLC-3E, Vandenberg AFB, California, USA",1961,7,15,1961-07-12 15:11:00+00:00,Success,,General Dynamics,Atlas-LV3 Agena-B,Atlas,Midas 3,,StatusRetired,Retired,,2,0,,,,1.725,0.0,https://en.wikipedia.org/wiki/Atlas-Agena
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1961,7,10,1961-07-12 10:25:00+00:00,Success,,US Air Force,Thor DM-19 Delta,Thor,TIROS-3,,StatusRetired,Retired,,0,3,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Delta
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1961,7,23,1961-07-07 23:29:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 26,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LA-3, Wallops Flight Facility, Virginia, USA",1961,6,17,1961-06-30 17:09:00+00:00,Failure,,NASA,Scout X-1,Scout,Explorer (S-55),,StatusRetired,Retired,,4,nan,25.0,,,0.0,0.0,https://en.wikipedia.org/wiki/Scout_X-1
USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",1961,6,4,1961-06-29 04:22:00+00:00,Success,,US Air Force,Thor-DM21 Ablestar,Thor,"Transit 4A, Injun 1 & GRAB-3",,StatusRetired,Retired,760,0,2,29.0,,,0.15,0.0,https://en.wikipedia.org/wiki/Thor-Ablestar
USA,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1961,6,23,1961-06-16 23:02:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 25,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1961,6,21,1961-06-08 21:16:00+00:00,Failure,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 24,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"LC-5, Cape Canaveral AFS, Florida, USA",1961,5,14,1961-05-05 14:34:00+00:00,Success,,NASA,Mercury-Redstone,Mercury,Freedom 7 (MR-3),,StatusRetired,Retired,350,1,0,25.4,,,0.0,0.0,https://en.wikipedia.org/wiki/Mercury-Redstone_Launch_Vehicle
USA,"LC-14, Cape Canaveral AFS, Florida, USA",1961,4,16,1961-04-25 16:15:00+00:00,Failure,,NASA,Atlas-D Mercury,Atlas,Mercury-Atlas 3 (MA-3),,StatusRetired,Retired,1517,2,0,28.7,,,1.36,0.0,https://en.wikipedia.org/wiki/Atlas_LV-3B
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1961,4,6,1961-04-12 06:07:00+00:00,Success,,RVSN USSR,Vostok,Vostok,Vostok 1,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
USA,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1961,4,19,1961-04-08 19:21:00+00:00,Success,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 23,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1961,3,20,1961-03-30 20:34:00+00:00,Failure,,US Air Force,Thor DM-21 Agena-B,Thor,Discoverer 22,,StatusRetired,Retired,,3,0,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Agena
USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",1961,3,15,1961-03-25 15:17:00+00:00,Success,,US Air Force,Thor DM-19 Delta,Thor,Explorer 10,,StatusRetired,Retired,,0,3,,,,0.0,0.0,https://en.wikipedia.org/wiki/Thor-Delta
Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1961,3,5,1961-03-25 05:54:00+00:00,Success,,RVSN USSR,Vostok,Vostok,Korabl-Sputnik 5,,StatusRetired,Retired,3894,2,4,31.0,,,4.73,0.0,https://en.wikipedia.org/wiki/Vostok-K
